"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205"
"262",10189,14530,15411,16325,17226,18133,19041,19899,20769,21682,22576,23432,24337,25262,26185,27074,27995,28905,29836,30754,31653,32568,33500,34419,35327,36255,37172,38061,38968,39866,40772,41686,42575,43465,44367,45263,46155,47073,47997,48919,49821,50729,51631,52507,53409,54256,55135,56009,56905,57789,58654,59527,60413,61301,62158,63040,63939,64860,65761,66669,67553,68430,69331,70213,71128,72048,72908,73769,74647,75525,76400,77306,78193,79072,79956,80857,81724,82631,83547,84471,85381,86242,87130,88018,88924,89821,90712,91605,92532,93436,94321,95218,96142,97058,97927,98843,99761,100659,101513,102382,103254,104139,105018,105906,106828,107760,108678,109571,110450,111347,112258,113121,113981,114868,115777,117547,118457,119308,120184,121092,121997,122881,123763,124627,125496,126385,127299,128185,129092,129989,130911,131816,132703,133567,134454,135307,136182,137097,138006,138900,139794,140692,141560,142436,143328,144206,145096,145968,146848,147766,148679,149590,150498,151371,152252,153154,154073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",10092,14531,15412,16326,17227,18134,19042,19900,20770,21683,22577,23433,24338,25263,26186,27075,27996,28906,29837,30755,31654,32569,33501,34420,35328,36256,37173,38062,38969,39867,40773,41687,42576,43466,44368,45264,46156,47074,47998,48920,49822,50730,51632,52508,53410,54257,55136,56010,56906,57790,58655,59528,60414,61302,62159,63041,63940,64861,65762,66670,67554,68431,69332,70214,71129,72049,72909,73770,74648,75526,76401,77307,78194,79073,79957,80858,81725,82632,83548,84472,85382,86243,87131,88019,88925,89822,90713,91606,92533,93437,94322,95219,96143,97059,97928,98844,99762,100660,101514,102383,103255,104140,105019,105907,106829,107761,108679,109572,110451,111348,112259,113122,113982,114869,116657,117548,118458,119309,120185,121093,121998,122882,123764,124628,125497,126386,127300,128186,129093,129990,130912,131817,132704,133568,134455,135308,136183,137098,138007,138901,139795,140693,141561,142437,143329,144207,145097,145969,146849,147767,148680,149591,150499,151372,152253,153155,154074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2690,3739,3923,4370,4599,6385,7175,7441,8673,9648,10619,13039,14532,15413,16327,17228,18135,19043,19901,20771,21684,22578,23434,24339,25264,26187,27076,27997,28907,29838,30756,31655,32570,33502,34421,35329,36257,37174,38063,38970,39868,40774,41688,42577,43467,45265,46157,47075,47999,48921,49823,50731,51633,52509,53411,54258,56011,57791,58656,59529,61303,63042,63941,64862,65763,66671,67555,68432,69333,70215,71130,72050,72910,73771,74649,75527,76402,77308,78195,79958,80859,81726,82633,83549,84473,85383,86244,88020,88926,90714,91607,92534,93438,94323,95220,96144,97060,97929,98845,99763,100661,101515,103256,104141,105020,105908,106830,107762,108680,109573,110452,111349,113123,113983,114870,115778,116658,117549,118459,119310,121094,121999,122883,123765,124629,125498,126387,127301,128187,129094,129991,130913,131818,132705,133569,134456,135309,136184,137099,138008,138902,139796,140694,141562,143330,144208,145098,145970,146850,147768,148681,149592,150500,151373,152254,153156,154075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",3832,4367,4595,7082,7351,8674,10618,14533,15414,16328,17229,18136,19044,19902,20772,21685,22579,23435,24340,25265,26188,27077,27998,28908,29839,30757,31656,32571,33503,34422,35330,36258,37175,38064,38971,39869,40775,41689,42578,43468,44369,45266,46158,47076,48000,48922,49824,50732,51634,52510,53412,54259,55137,56907,57792,58657,59530,61304,63043,63942,64863,65764,66672,67556,68433,69334,70216,71131,72051,72911,73772,74650,75528,76403,77309,78196,79074,79959,80860,81727,82634,83550,84474,85384,87132,88021,89823,90715,91608,92535,93439,94324,95221,96145,97061,97930,98846,99764,100662,101516,103257,104142,105021,105909,106831,107763,108681,109574,110453,111350,112260,113124,113984,114871,115779,116659,117550,118460,119311,121095,122000,122884,123766,124630,125499,126388,127302,128188,129095,129992,130914,131819,132706,133570,134457,135310,136185,137100,138009,138903,139797,140695,141563,142438,143331,144209,145099,145971,146851,147769,148682,149593,150501,151374,152255,153157,154076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",6672,13935,14534,15415,16329,17230,18137,19045,19903,20773,21686,22580,23436,24341,25266,26189,27078,27999,28909,29840,30758,31657,32572,33504,34423,35331,36259,37176,38065,38972,39870,40776,41690,42579,43469,44370,45267,46159,47077,48001,48923,49825,50733,51635,52511,53413,54260,55138,56012,56908,57793,58658,59531,60415,61305,62160,63044,63943,64864,65765,66673,67557,68434,69335,70217,71132,72052,72912,73773,74651,75529,76404,77310,78197,79075,79960,80861,82635,83551,84475,85385,86245,87133,88022,88927,89824,90716,91609,92536,93440,94325,95222,96146,97062,97931,98847,99765,100663,101517,102384,103258,104143,105022,105910,106832,107764,108682,109575,110454,111351,112261,113125,113985,114872,115780,116660,117551,118461,119312,120186,121096,122001,122885,123767,124631,125500,126389,127303,128189,129096,129993,130915,131820,132707,133571,134458,135311,136186,137101,138010,138904,139798,140696,141564,142439,143332,144210,145100,145972,146852,147770,148683,149594,150502,152256,153158,154077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",251,1340,1615,1798,2672,3705,4004,4243,4337,4573,4834,4909,5634,5973,6167,6468,7058,8070,8322,8399,8977,9624,9902,10481,11382,11558,11992,12241,12616,12785,12905,13019,13676,13828,13939,14535,15416,16330,18138,19046,19904,20774,21687,22581,23437,24342,25267,26190,27079,28910,29841,30759,32573,33505,35332,36260,37177,38066,38973,39871,40777,41691,42580,43470,45268,46160,47078,48002,48924,49826,50734,51636,52512,53414,54261,56013,56909,58659,61306,63045,63944,66674,67558,68435,69336,70218,71133,72053,73774,74652,76405,78198,79076,80862,81728,82636,83552,84476,85386,87134,88023,88928,89825,90717,91610,92537,93441,94326,95223,96147,97932,98848,101518,102385,103259,104144,105911,106833,107765,108683,109576,110455,111352,113126,114873,115781,116661,117552,118462,120187,121097,122002,122886,123768,124632,125501,126390,128190,129994,130916,131821,132708,134459,136187,137102,138011,139799,143333,144211,145101,145973,146853,147771,149595,152257,153159,154078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",9005,12810,14536,15417,16331,17231,18139,19047,19905,20775,21688,22582,23438,24343,25268,26191,27080,28000,28911,29842,30760,31658,32574,33506,34424,35333,36261,37178,38067,38974,39872,40778,41692,42581,43471,44371,45269,46161,47079,48003,48925,49827,50735,51637,52513,53415,54262,55139,56014,56910,57794,58660,59532,60416,61307,62161,63046,63945,64865,65766,66675,67559,68436,69337,70219,71134,72054,72913,73775,74653,75530,76406,77311,78199,79077,79961,80863,81729,82637,83553,84477,85387,86246,87135,88024,88929,89826,90718,91611,92538,93442,94327,95224,96148,97063,97933,98849,99766,100664,101519,102386,103260,104145,105912,106834,107766,108684,109577,110456,111353,112262,113127,113986,114874,115782,116662,117553,118463,119313,120188,121098,122003,122887,123769,124633,125502,126391,127304,128191,129097,129995,130917,131822,132709,133572,134460,135312,136188,137103,138012,138905,139800,141565,142440,143334,144212,145102,145974,146854,147772,148684,149596,150503,151375,152258,153160,154079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",1824,14537,15418,16332,17232,18140,19048,19906,20776,21689,22583,23439,24344,25269,26192,27081,28001,28912,29843,30761,31659,32575,33507,35334,36262,37179,38068,38975,39873,40779,41693,42582,43472,44372,45270,46162,47080,48004,48926,49828,50736,51638,52514,53416,54263,55140,56015,56911,57795,58661,59533,60417,61308,62162,63047,63946,64866,65767,66676,67560,68437,69338,70220,71135,72055,72914,73776,74654,75531,76407,77312,78200,79078,79962,80864,81730,82638,83554,84478,85388,86247,87136,88025,88930,89827,90719,91612,92539,93443,94328,95225,96149,97064,97934,98850,99767,100665,101520,102387,103261,104146,105023,105913,106835,107767,108685,109578,110457,111354,112263,113128,113987,114875,115783,116663,117554,118464,119314,120189,121099,122004,122888,123770,124634,125503,126392,127305,128192,129098,129996,130918,131823,132710,133573,134461,135313,136189,137104,138013,138906,139801,140697,141566,142441,143335,144213,145103,145975,146855,147773,148685,149597,150504,151376,152259,153161,154080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",776,887,3324,5008,5792,12120,12267,14538,15419,16333,17233,18141,19049,19907,20777,23440,24345,25270,26193,27082,28002,28913,29844,30762,31660,32576,33508,34425,35335,36263,37180,38069,38976,39874,40780,41694,42583,43473,44373,45271,46163,47081,48005,48927,49829,50737,52515,53417,54264,55141,56016,56912,57796,58662,59534,60418,61309,62163,63048,63947,64867,65768,67561,68438,69339,70221,71136,72056,72915,74655,75532,76408,77313,78201,79079,79963,80865,81731,82639,83555,84479,85389,86248,87137,88026,88931,89828,90720,91613,92540,93444,94329,95226,96150,97065,97935,98851,99768,100666,101521,102388,103262,104147,105024,105914,106836,107768,108686,109579,110458,111355,112264,113129,113988,114876,115784,116664,117555,118465,119315,120190,121100,122005,122889,123771,124635,125504,126393,127306,128193,129099,129997,130919,131824,132711,133574,136190,137105,138014,138907,139802,140698,141567,142442,143336,144214,145104,145976,146856,147774,148686,149598,150505,151377,152260,153162,154081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1074,1418,1474,1745,1941,2870,2991,3050,3209,6097,6760,6885,7625,7687,8010,8264,9092,9562,10009,10693,11650,12720,13766,14539,15420,16334,17234,18142,19050,19908,20778,21690,22584,23441,25271,26194,27083,28003,30763,31661,32577,34426,35336,37181,38070,38977,39875,40781,41695,42584,43474,44374,45272,47082,49830,51639,52516,53418,54265,55142,56017,56913,57797,58663,59535,60419,61310,62164,63049,63948,64868,65769,66677,67562,68439,69340,70222,71137,72057,72916,73777,74656,75533,77314,78202,79080,79964,80866,81732,83556,85390,86249,87138,88027,88932,89829,90721,93445,94330,95227,97066,97936,99769,100667,101522,102389,103263,104148,105025,106837,107769,108687,109580,110459,112265,113130,113989,115785,116665,117556,118466,119316,120191,122006,122890,123772,124636,125505,126394,127307,128194,129100,130920,131825,132712,133575,134462,135314,136191,137106,138015,138908,140699,141568,142443,143337,144215,145105,145977,146857,147775,148687,150506,151378,152261,153163,154082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",6007,14540,15421,16335,17235,18143,19051,19909,20779,21691,22585,23442,24346,25272,26195,27084,28004,28914,29845,30764,31662,32578,33509,34427,35337,36264,37182,38071,38978,39876,40782,41696,42585,43475,44375,45273,46164,47083,48006,48928,49831,50738,51640,52517,53419,54266,55143,56018,56914,57798,58664,59536,60420,61311,62165,63050,63949,64869,65770,66678,67563,68440,69341,70223,71138,72058,72917,73778,74657,76409,77315,78203,79081,79965,80867,81733,82640,83557,84480,85391,86250,87139,88028,88933,89830,90722,91614,92541,93446,94331,95228,96151,97067,97937,98852,99770,100668,101523,102390,103264,104149,105026,105915,106838,107770,108688,109581,110460,111356,112266,113131,113990,114877,115786,116666,117557,118467,119317,120192,121101,122007,122891,123773,124637,125506,126395,127308,128195,129101,129998,130921,131826,132713,133576,134463,135315,136192,137107,138016,138909,139803,140700,141569,142444,143338,144216,145106,145978,146858,147776,148688,149599,150507,151379,152262,153164,154083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",5645,14541,15422,16336,17236,18144,19052,19910,20780,21692,22586,23443,24347,25273,26196,27085,28005,28915,29846,30765,31663,32579,33510,34428,35338,36265,37183,38072,38979,39877,40783,41697,42586,43476,44376,45274,46165,47084,48007,48929,49832,50739,51641,52518,53420,54267,55144,56019,56915,57799,58665,59537,60421,61312,62166,63051,63950,64870,65771,66679,67564,68441,69342,70224,71139,72059,73779,74658,75534,76410,77316,78204,79082,79966,80868,81734,82641,83558,84481,85392,86251,87140,88029,88934,89831,90723,91615,92542,93447,94332,95229,96152,97068,97938,98853,99771,100669,101524,102391,103265,104150,105027,105916,106839,107771,108689,109582,110461,111357,112267,113132,113991,114878,115787,116667,117558,118468,119318,120193,121102,122008,122892,123774,124638,125507,126396,127309,128196,129102,129999,130922,131827,132714,133577,134464,135316,136193,137108,138017,138910,139804,140701,141570,142445,143339,144217,145107,145979,146859,147777,148689,149600,150508,151380,152263,153165,154084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",79,15423,16337,17237,18145,19053,19911,20781,21693,22587,23444,24348,25274,26197,27086,28006,28916,29847,30766,31664,32580,33511,34429,35339,36266,37184,38073,38980,39878,40784,41698,42587,43477,44377,45275,46166,47085,48008,48930,49833,50740,51642,52519,53421,54268,55145,56020,56916,57800,58666,59538,60422,61313,62167,63052,63951,64871,65772,66680,67565,68442,69343,70225,71140,72060,72918,73780,74659,75535,76411,77317,78205,79083,79967,80869,81735,82642,83559,84482,85393,86252,87141,88030,88935,89832,90724,91616,92543,93448,94333,95230,96153,97069,97939,98854,99772,100670,101525,102392,103266,104151,105028,105917,106840,107772,108690,109583,110462,111358,112268,113133,113992,114879,115788,116668,117559,118469,119319,120194,121103,122009,122893,123775,124639,125508,126397,127310,128197,129103,130000,130923,131828,132715,133578,134465,135317,136194,137109,138018,138911,139805,140702,141571,142446,143340,144218,145108,145980,146860,147778,148690,149601,150509,151381,152264,153166,154085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",1349,1624,3126,4585,4839,6372,6481,7071,7341,7431,7753,8188,9270,10074,11201,12006,12919,13027,14542,15424,16338,17238,18146,19054,19912,20782,21694,22588,23445,24349,25275,26198,27087,28917,29848,30767,32581,33512,34430,35340,36267,37185,38074,38981,39879,40785,41699,42588,43478,44378,45276,46167,47086,48009,48931,50741,51643,52520,53422,54269,55146,56021,56917,57801,58667,59539,60423,61314,63053,63952,65773,66681,67566,68443,69344,70226,71141,72061,72919,73781,74660,75536,76412,77318,78206,80870,81736,82643,83560,84483,85394,87142,88031,90725,91617,92544,94334,95231,96154,97070,98855,99773,100671,101526,102393,103267,104152,105029,105918,106841,107773,109584,110463,111359,112269,113134,113993,114880,116669,117560,118470,119320,120195,121104,122010,122894,123776,124640,126398,127311,128198,129104,130001,130924,131829,132716,134466,135318,136195,137110,138019,138912,139806,140703,143341,144219,145109,145981,146861,147779,148691,149602,150510,151382,152265,153167,154086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",6504,12022,12651,12949,14543,15425,16339,17239,18147,19055,19913,20783,21695,22589,23446,24350,25276,26199,27088,28007,28918,29849,30768,31665,32582,33513,34431,35341,36268,37186,38075,38982,39880,40786,41700,42589,43479,44379,45277,46168,47087,48010,48932,49834,50742,51644,52521,53423,54270,55147,56022,56918,57802,58668,59540,60424,61315,62168,63054,63953,64872,65774,66682,67567,68444,69345,70227,71142,72062,72920,73782,74661,75537,76413,77319,78207,79084,80871,81737,82644,83561,84484,85395,86253,87143,88032,88936,89833,90726,91618,92545,93449,94335,95232,96155,97071,97940,98856,99774,100672,101527,102394,103268,104153,105030,105919,106842,107774,108691,109585,110464,111360,112270,113135,113994,114881,115789,116670,117561,118471,119321,120196,121105,122011,122895,123777,124641,125509,126399,127312,128199,129105,130002,130925,131830,132717,134467,135319,136196,137111,138020,139807,140704,142447,143342,144220,145110,145982,146862,147780,148692,149603,150511,151383,152266,153168,154087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",3714,9359,13840,14544,15426,16340,17240,18148,19056,19914,20784,21696,22590,23447,24351,25277,26200,27089,28008,28919,29850,30769,31666,32583,33514,34432,35342,36269,37187,38076,38983,39881,40787,41701,42590,43480,44380,45278,46169,47088,48011,48933,49835,50743,51645,52522,53424,54271,56023,56919,57803,58669,59541,60425,61316,62169,63055,63954,64873,65775,66683,67568,68445,69346,70228,71143,72063,72921,73783,74662,75538,76414,77320,78208,79085,79968,80872,81738,82645,83562,84485,85396,86254,87144,88033,88937,89834,90727,91619,92546,93450,94336,95233,96156,97072,97941,98857,99775,100673,101528,102395,103269,104154,105031,105920,106843,107775,108692,110465,111361,112271,113136,113995,114882,115790,116671,117562,118472,119322,120197,121106,122012,122896,123778,124642,125510,126400,127313,128200,129106,130003,130926,131831,132718,133579,134468,135320,136197,137112,138021,138913,139808,140705,141572,142448,143343,144221,145111,145983,146863,147781,148693,149604,151384,152267,153169,154088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",5899,14545,15427,16341,17241,18149,19057,19915,20785,21697,22591,23448,24352,25278,26201,27090,28009,28920,29851,30770,31667,32584,33515,34433,35343,36270,37188,38077,38984,39882,40788,41702,42591,43481,44381,45279,46170,47089,48012,48934,49836,50744,51646,52523,53425,54272,55148,56024,56920,57804,58670,59542,60426,61317,62170,63056,63955,64874,65776,66684,67569,68446,69347,70229,71144,72064,72922,73784,75539,76415,77321,78209,79086,79969,80873,81739,82646,83563,84486,85397,86255,87145,88034,88938,89835,90728,91620,92547,93451,94337,95234,96157,97073,97942,98858,99776,100674,101529,102396,103270,104155,105032,105921,106844,107776,108693,109586,110466,111362,112272,113137,113996,114883,115791,116672,117563,118473,119323,120198,121107,122013,122897,123779,124643,125511,126401,127314,128201,129107,130004,130927,131832,132719,133580,134469,135321,136198,137113,138022,138914,139809,140706,141573,142449,143344,144222,145112,145984,146864,147782,148694,149605,150512,151385,152268,153170,154089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",12023,14546,15428,16342,17242,18150,19058,19916,20786,21698,22592,23449,24353,25279,26202,27091,28010,28921,29852,30771,31668,32585,33516,34434,35344,36271,37189,38078,38985,39883,40789,41703,42592,43482,44382,45280,46171,47090,48013,48935,49837,50745,51647,52524,53426,54273,55149,56025,56921,57805,58671,59543,60427,61318,62171,63057,63956,64875,65777,66685,67570,68447,69348,70230,71145,72065,72923,73785,74663,75540,76416,77322,78210,79087,79970,80874,81740,82647,83564,84487,85398,86256,87146,88035,88939,89836,90729,91621,92548,93452,94338,95235,96158,97074,97943,98859,99777,100675,101530,102397,103271,104156,105033,105922,106845,107777,108694,109587,110467,111363,112273,113138,113997,114884,115792,116673,117564,118474,119324,120199,121108,122014,122898,123780,124644,125512,126402,127315,128202,129108,130005,130928,131833,132720,134470,135322,136199,137114,138023,138915,139810,140707,141574,142450,143345,144223,145113,145985,146865,147783,148695,149606,150513,151386,152269,153171,154090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",11092,14547,15429,16343,17243,18151,19059,19917,20787,21699,22593,23450,24354,25280,26203,27092,28011,28922,29853,30772,31669,32586,33517,34435,35345,36272,37190,38079,38986,39884,40790,41704,42593,43483,44383,45281,46172,47091,48014,48936,49838,50746,51648,52525,53427,54274,55150,56026,56922,57806,58672,59544,60428,61319,62172,63058,63957,64876,65778,66686,67571,68448,69349,70231,71146,72066,72924,73786,74664,75541,76417,77323,78211,79088,79971,80875,81741,82648,83565,84488,85399,86257,87147,88036,88940,89837,90730,91622,92549,93453,94339,95236,96159,97075,97944,98860,99778,100676,101531,102398,103272,104157,105034,105923,106846,107778,108695,109588,110468,111364,112274,113139,113998,114885,115793,116674,117565,118475,119325,120200,121109,122015,122899,123781,125513,126403,127316,128203,129109,130006,130929,131834,132721,133581,134471,135323,136200,137115,138024,138916,139811,140708,141575,142451,143346,144224,145114,145986,146866,147784,148696,149607,150514,151387,152270,153172,154091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
